# Catálogo de referencia de productos argentinos de GondolIA: autocompleta la carga de mercadería por código de
# barras sin depender de internet (ver docs/datos-demo.md). Lo genera y verifica backend/scripts/catalogo_argentina.py.
#
# Fuente: Open Food Facts (https://world.openfoodfacts.org), y Open Products Facts / Open Beauty Facts para limpieza y
# perfumería (columna "fuente"). Los datos se publican bajo la Open Database License (ODbL) 1.0
# (https://opendatacommons.org/licenses/odbl/1-0/) y su contenido bajo la Database Contents License (DbCL) 1.0.
# © colaboradores de Open Food Facts. Nombres, marcas y contenidos revisados y normalizados para GondolIA; los
# códigos de barras son los de la base pública, sin cambios.
#
# Formato: separado por ";", una fila por producto y sin comillas (ningún campo lleva ";" ni comillas). codigo =
# EAN-13/EAN-8 con dígito verificador válido.
codigo;nombre;marca;contenido;categoria;fuente
7792540294607;Azúcar mascabo Ledesma 800 g;Ledesma;800 g;Endulzantes;OFF
7790490998286;Edulcorante Hileret con zinc 400 ml;Hileret;400 ml;Endulzantes;OFF
7794940000116;Edulcorante Hileret en sobres 80 g;Hileret;80 g;Endulzantes;OFF
7790490998224;Edulcorante Hileret Stevia 200 ml;Hileret;200 ml;Endulzantes;OFF
7792129004504;Edulcorante líquido Chuker 400 ml;Chuker;400 ml;Endulzantes;OFF
7792129004009;Edulcorante líquido Chuker stevia 250 ml;Chuker;250 ml;Endulzantes;OFF
7794940000826;Edulcorante líquido Hileret clásico 500 ml;Hileret;500 ml;Endulzantes;OFF
7790490998231;Edulcorante líquido Hileret clásico forte 250 ml;Hileret;250 ml;Endulzantes;OFF
7790036020235;Edulcorante líquido Si Diet 600 ml;Si Diet;600 ml;Endulzantes;OFF
7792129003521;Edulcorante Sucaryl sucralosa x 50 sobres;Sucaryl;40 g;Endulzantes;OFF
7798083731098;Miel Cuarto Creciente 330 g;Cuarto Creciente;330 g;Endulzantes;OFF
7790895647550;Bebida de almendras Ades 1 L;Ades;1 L;Bebidas vegetales;OFF
7790742340108;Bebida de almendras La Serenísima 1 L;La Serenísima;1 L;Bebidas vegetales;OFF
7790742340306;Bebida de almendras La Serenísima sin endulzar 1 L;La Serenísima;1 L;Bebidas vegetales;OFF
7791337003392;Bebida de almendras Silk sin azúcar 1 L;Silk;1 L;Bebidas vegetales;OFF
7798336290044;Bebida de almendras Vrink original 1 L;Vrink;1 L;Bebidas vegetales;OFF
7791337004955;Bebida de coco Silk sin azúcar 1 L;Silk;1 L;Bebidas vegetales;OFF
7790895643521;Bebida de soja Ades chocolatada 1 L;Ades;1 L;Bebidas vegetales;OFF
7790895643828;Bebida de soja Ades durazno 1 L;Ades;1 L;Bebidas vegetales;OFF
7790895643866;Bebida de soja Ades frutas tropicales 1 L;Ades;1 L;Bebidas vegetales;OFF
7790895643835;Bebida de soja Ades manzana 1 L;Ades;1 L;Bebidas vegetales;OFF
7790895643873;Bebida de soja Ades vainilla 1 L;Ades;1 L;Bebidas vegetales;OFF
7798165593347;Mantequilla de maní Beepure 400 g;Beepure;400 g;Untables;OFF
7798151953254;Pasta de maní Maní King 350 g;Maní King;350 g;Untables;OFF
7798151952332;Pasta de maní Maní King 485 g;Maní King;485 g;Untables;OFF
7798151952615;Maní tostado sin piel Maní King 120 g;Maní King;120 g;Frutos secos;OFF
7790150435335;Canela molida Alicante 25 g;Alicante;25 g;Especias;OFF
7790147005374;Condimento para chimichurri Vea 50 g;Vea;50 g;Especias;OFF
7790150497241;Condimento para empanadas Alicante 25 g;Alicante;25 g;Especias;OFF
7790150540152;Orégano Alicante 25 g;Alicante;25 g;Especias;OFF
7798085681476;Jugo de naranja exprimido Citric con pulpa 1 L;Citric;1 L;Refrigerados;OFF
7790070032706;Brócoli congelado Granja del Sol 400 g;Granja del Sol;400 g;Congelados;OFF
7798313700634;Filet de merluza rebozado Ocean Blue 450 g;Ocean Blue;450 g;Congelados;OFF
7798147780055;Frambuesas bañadas en chocolate Franui 150 g;Rapanui;150 g;Congelados;OFF
7790670052289;Hamburguesas light de carne vacuna Paty sin TACC 320 g;Paty;320 g;Congelados;OFF
7790670050766;Hamburguesas Paty Express 276 g;Paty;276 g;Congelados;OFF
7790070033864;Milanesas 4 vegetales Granja del Sol 320 g;Granja del Sol;320 g;Congelados;OFF
7790070034328;Nuggets de pollo Granja del Sol 900 g;Granja del Sol;900 g;Congelados;OFF
7790174001295;Nuggets vegetales Vegetalex 300 g;Vegetalex;300 g;Congelados;OFF
7797906054819;Papas fritas congeladas McCain corte tradicional XL 1,4 kg;McCain;1,4 kg;Congelados;OFF
7797906000380;Papas fritas congeladas McCain tradicionales 720 g;McCain;720 g;Congelados;OFF
7797906054857;Papas horneables McCain estilo artesanal 700 g;McCain;700 g;Congelados;OFF
7790070031563;Rebozado de pollo tipo suprema Granja del Sol 360 g;Granja del Sol;360 g;Congelados;OFF
7790813130126;Levadura de cerveza NutriLeva 200 g;Calsa;200 g;Suplementos;OFF
7795422000051;Alcohol etílico 96% Frau 1 L;Frau;1 L;Limpieza;OPF
7790139000462;Alcohol Porta bialcohol 250 ml;Porta;250 ml;Limpieza;OPF
7790990500033;Desengrasante Zorro Ultra 500 ml;Zorro;500 ml;Limpieza;OFF
7791290795785;Desinfectante en aerosol Cif lavanda 360 ml;Cif;360 ml;Limpieza;OPF
7793253002176;Desodorante de ambientes Poett suavidad de algodón 360 ml;Poett;360 ml;Limpieza;OPF
7791290794078;Detergente Cif 750 ml;Cif;750 ml;Limpieza;OPF
7791293047058;Acondicionador Dove 200 ml;Dove;200 ml;Higiene y perfumería;OPF
7793100120282;Pasta dental Kolynos 180 g;Kolynos;180 g;Higiene y perfumería;OFF
7791001000276;Shampoo Biferdil 200 ml;Biferdil;200 ml;Higiene y perfumería;OBF
7792640000320;Shampoo Capilatis ortiga 410 ml;Capilatis;410 ml;Higiene y perfumería;OBF
